,price,rooms,bathroom,lift,terrace,square_meters,real_state,neighborhood,square_meters_price
4892,920,3,2,True,False,70,flat,Eixample,13.142857142857142
4893,825,3,2,False,False,101,flat,Sant Andreu,8.168316831683168
4894,675,1,1,False,False,35,flat,Sarria-Sant Gervasi,19.285714285714285
4895,1350,4,2,True,True,75,flat,Sarria-Sant Gervasi,18.0
4896,839,2,2,True,True,75,flat,Ciutat Vella,11.186666666666667
4897,680,2,1,False,False,45,flat,Horta- Guinardo,15.11111111111111
4898,950,1,1,True,False,50,flat,Ciutat Vella,19.0
4899,1100,4,2,True,False,85,flat,Eixample,12.941176470588236
4900,820,2,1,False,False,70,flat,Ciutat Vella,11.714285714285714
4901,895,1,1,True,True,32,attic,Gràcia,27.96875
4902,775,3,1,True,False,70,flat,Les Corts,11.071428571428571
4903,850,1,1,True,False,50,flat,Sant Martí,17.0
4904,950,2,1,True,False,70,flat,Nou Barris,13.571428571428571
4905,950,1,1,False,False,50,flat,Eixample,19.0
4906,950,1,1,False,False,70,flat,Eixample,13.571428571428571
4907,1500,2,2,True,True,95,flat,Eixample,15.789473684210526
4908,1030,4,1,True,False,100,flat,Sants-Montjuïc,10.3
4909,890,3,1,False,False,65,flat,Ciutat Vella,13.692307692307692
4910,1200,3,2,False,False,90,flat,Eixample,13.333333333333334
4911,1100,3,1,True,False,99,flat,Sarria-Sant Gervasi,11.11111111111111
4912,1300,5,2,False,False,160,flat,Les Corts,8.125
4913,1100,3,2,True,False,75,flat,Eixample,14.666666666666666
4914,890,2,1,False,True,57,flat,Sants-Montjuïc,15.614035087719298
4915,800,2,1,True,False,53,flat,Sant Martí,15.09433962264151
4916,950,3,1,False,False,78,flat,Ciutat Vella,12.179487179487179
4917,1200,4,1,True,True,88,flat,Sants-Montjuïc,13.636363636363637
4918,784,1,1,True,False,48,apartment,Ciutat Vella,16.333333333333332
4919,840,1,1,True,False,42,flat,Ciutat Vella,20.0
4920,750,1,1,True,False,54,flat,Sant Martí,13.88888888888889
4921,1150,2,1,False,False,60,flat,Les Corts,19.166666666666668
4922,950,2,1,False,False,55,flat,Ciutat Vella,17.272727272727273
4923,786,3,1,True,False,52,flat,Sant Martí,15.115384615384615
4924,2200,2,2,True,True,126,attic,Gràcia,17.46031746031746
4925,950,3,1,False,False,95,flat,Horta- Guinardo,10.0
4926,525,1,1,False,False,34,flat,Sant Martí,15.441176470588236
4927,650,1,1,True,False,22,,Eixample,29.545454545454547
4928,820,2,1,True,True,70,attic,Sant Martí,11.714285714285714
4929,1300,4,2,False,False,100,flat,Les Corts,13.0
4930,1090,3,1,False,False,71,flat,Eixample,15.352112676056338
4931,2800,4,3,True,True,150,flat,Les Corts,18.666666666666668
4932,950,3,1,False,False,70,flat,Eixample,13.571428571428571
4933,850,2,1,False,True,60,flat,Sants-Montjuïc,14.166666666666666
4934,990,3,1,False,False,65,flat,Ciutat Vella,15.23076923076923
4935,1200,2,2,False,True,50,apartment,Ciutat Vella,24.0
4936,850,2,1,True,True,55,flat,Les Corts,15.454545454545455
4937,821,3,1,True,False,70,flat,Sant Andreu,11.728571428571428
4938,735,1,1,True,True,25,attic,Sants-Montjuïc,29.4
4939,1550,1,1,True,True,62,attic,Eixample,25.0
4940,1350,1,1,True,False,81,flat,Eixample,16.666666666666668
4941,1350,3,2,False,False,75,flat,Eixample,18.0
4942,590,1,1,False,False,38,flat,Ciutat Vella,15.526315789473685
4943,894,1,2,False,False,100,flat,Sant Andreu,8.94
4944,475,1,1,True,False,32,,Ciutat Vella,14.84375
4945,1208,4,2,False,False,120,flat,Eixample,10.066666666666666
4946,700,1,1,False,False,55,study,Les Corts,12.727272727272727
4947,1075,3,2,False,False,68,flat,Ciutat Vella,15.808823529411764
4948,1100,4,1,True,False,72,flat,Eixample,15.277777777777779
4949,1200,3,2,True,False,85,flat,Sarria-Sant Gervasi,14.117647058823529
4950,950,3,1,True,False,88,flat,Eixample,10.795454545454545
4951,1100,3,2,True,False,83,flat,Eixample,13.25301204819277
4952,1100,1,2,True,False,81,,Ciutat Vella,13.580246913580247
4953,750,3,1,False,False,60,flat,Sants-Montjuïc,12.5
4954,880,3,1,False,False,70,flat,Eixample,12.571428571428571
4955,3000,2,1,True,True,75,flat,Gràcia,40.0
4956,2200,2,1,True,False,65,flat,Sarria-Sant Gervasi,33.84615384615385
4957,4500,4,3,True,False,150,flat,Sarria-Sant Gervasi,30.0
4958,1400,2,1,True,False,80,flat,Sarria-Sant Gervasi,17.5
4959,2400,3,1,True,False,80,flat,Sarria-Sant Gervasi,30.0
4960,980,3,1,True,False,96,flat,Les Corts,10.208333333333334
4961,825,3,1,False,False,76,flat,Sant Andreu,10.855263157894736
4962,1010,2,1,True,False,64,flat,Sarria-Sant Gervasi,15.78125
4963,850,1,1,False,False,58,flat,Eixample,14.655172413793103
4964,1250,3,1,False,False,84,flat,Sarria-Sant Gervasi,14.880952380952381
4965,1100,1,1,False,False,70,flat,Gràcia,15.714285714285714
4966,2000,3,2,True,False,80,flat,Eixample,25.0
4967,925,4,2,True,True,98,flat,Sant Martí,9.438775510204081
4968,2000,3,2,True,False,80,flat,Eixample,25.0
4969,2000,4,1,True,False,110,flat,Ciutat Vella,18.181818181818183
4970,2000,4,1,True,False,110,flat,Ciutat Vella,18.181818181818183
4971,1980,1,1,False,False,55,apartment,Eixample,36.0
4972,1250,4,2,True,True,124,flat,Sants-Montjuïc,10.080645161290322
4973,700,1,1,True,False,49,flat,Eixample,14.285714285714286
4974,1075,1,1,True,True,60,flat,Les Corts,17.916666666666668
4975,1000,3,1,True,True,80,flat,Ciutat Vella,12.5
4976,1500,2,1,True,True,55,attic,Gràcia,27.272727272727273
4977,1100,3,1,True,False,80,flat,Eixample,13.75
4978,900,1,1,False,False,50,flat,Gràcia,18.0
4979,3800,4,3,True,True,300,flat,Sarria-Sant Gervasi,12.666666666666666
4980,865,3,1,True,False,70,flat,Eixample,12.357142857142858
4981,1225,3,2,False,False,70,flat,Gràcia,17.5
4982,725,1,1,True,False,35,,Sant Martí,20.714285714285715
4983,790,1,1,True,False,45,flat,Les Corts,17.555555555555557
4984,900,1,1,False,False,34,flat,Ciutat Vella,26.470588235294116
4985,935,3,1,True,False,74,flat,Eixample,12.635135135135135
4986,950,2,1,True,True,65,flat,Sant Martí,14.615384615384615
4987,2575,6,4,True,False,270,flat,Sarria-Sant Gervasi,9.537037037037036
4988,950,2,1,False,True,65,flat,Sant Martí,14.615384615384615
4989,950,2,1,True,True,66,flat,Sant Martí,14.393939393939394
4990,900,1,1,True,True,55,attic,Eixample,16.363636363636363
4991,1375,2,1,True,False,100,flat,Ciutat Vella,13.75
4992,950,3,1,True,False,76,attic,Horta- Guinardo,12.5
4993,842,3,1,True,False,68,flat,Horta- Guinardo,12.382352941176471
4994,1100,3,2,False,False,118,attic,Horta- Guinardo,9.322033898305085
4995,900,2,1,False,False,80,flat,Gràcia,11.25
4996,2150,4,3,True,False,152,flat,Sarria-Sant Gervasi,14.144736842105264
4997,1100,3,2,False,False,60,flat,Eixample,18.333333333333332
4998,930,4,1,True,True,85,attic,Sant Andreu,10.941176470588236
4999,3550,3,3,True,True,175,flat,Les Corts,20.285714285714285
5000,1090,2,1,False,False,53,flat,Eixample,20.566037735849058
5001,650,1,1,True,False,38,flat,Ciutat Vella,17.105263157894736
5002,800,3,1,False,False,73,flat,Sants-Montjuïc,10.95890410958904
5003,1350,2,2,True,False,70,flat,Eixample,19.285714285714285
5004,1190,2,1,False,False,53,flat,Eixample,22.452830188679247
5005,650,1,1,True,False,38,flat,Ciutat Vella,17.105263157894736
5006,1050,1,1,True,False,50,flat,Eixample,21.0
5007,950,4,2,True,False,75,flat,Sarria-Sant Gervasi,12.666666666666666
5008,990,2,1,False,True,66,flat,Sants-Montjuïc,15.0
5009,770,1,2,False,False,85,,Sants-Montjuïc,9.058823529411764
5010,725,3,1,True,False,55,flat,Eixample,13.181818181818182
5011,900,2,1,False,False,80,apartment,Ciutat Vella,11.25
5012,850,2,2,False,False,60,flat,Ciutat Vella,14.166666666666666
5013,700,2,1,False,False,100,flat,Gràcia,7.0
5014,1100,3,1,True,False,75,flat,Eixample,14.666666666666666
5015,1190,4,2,True,False,105,flat,Eixample,11.333333333333334
5016,625,0,1,False,False,30,,Eixample,20.833333333333332
5017,825,3,1,False,False,70,flat,Ciutat Vella,11.785714285714286
5018,825,3,1,False,True,70,flat,Ciutat Vella,11.785714285714286
5019,1460,2,2,False,False,95,flat,Eixample,15.368421052631579
5020,650,1,1,True,False,47,flat,Ciutat Vella,13.829787234042554
5021,975,2,1,True,False,73,flat,Sarria-Sant Gervasi,13.356164383561644
5022,929,3,1,True,False,65,flat,Eixample,14.292307692307693
5023,850,3,1,True,True,54,flat,Nou Barris,15.74074074074074
5024,695,2,1,True,False,45,apartment,Horta- Guinardo,15.444444444444445
5025,700,0,1,True,False,41,apartment,Ciutat Vella,17.073170731707318
5026,1395,4,2,False,True,110,flat,Sarria-Sant Gervasi,12.681818181818182
5027,800,2,1,False,False,54,flat,Sant Martí,14.814814814814815
5028,670,1,1,False,True,50,flat,Horta- Guinardo,13.4
5029,1150,3,1,True,False,90,flat,Nou Barris,12.777777777777779
5030,750,3,1,True,False,53,flat,Sant Martí,14.150943396226415
5031,1720,2,1,True,True,95,flat,Eixample,18.105263157894736
5032,850,3,1,True,True,75,attic,Horta- Guinardo,11.333333333333334
5033,2000,2,2,True,False,75,flat,Eixample,26.666666666666668
5034,1400,3,2,True,False,118,flat,Eixample,11.864406779661017
5035,1150,2,1,True,True,75,flat,Ciutat Vella,15.333333333333334
5036,1150,1,1,True,False,58,flat,Sarria-Sant Gervasi,19.82758620689655
5037,715,2,1,True,False,46,flat,Ciutat Vella,15.543478260869565
5038,1050,3,1,True,True,84,attic,Sants-Montjuïc,12.5
5039,2414,2,1,False,False,65,apartment,Eixample,37.13846153846154
5040,2715,2,1,False,False,65,apartment,Eixample,41.76923076923077
5041,1375,1,1,False,False,45,apartment,Eixample,30.555555555555557
5042,2410,4,2,False,False,150,apartment,Sarria-Sant Gervasi,16.066666666666666
5043,1100,4,2,True,False,88,flat,Eixample,12.5
5044,760,1,1,False,False,50,flat,Ciutat Vella,15.2
5045,1700,5,2,True,False,183,flat,Eixample,9.289617486338798
5046,1827,3,2,True,False,113,flat,Sant Martí,16.168141592920353
5047,600,1,1,False,False,35,flat,Horta- Guinardo,17.142857142857142
5048,1100,2,1,True,False,90,flat,Sant Martí,12.222222222222221
5049,775,2,1,True,False,51,flat,Sarria-Sant Gervasi,15.196078431372548
5050,1100,3,1,True,False,77,flat,Eixample,14.285714285714286
5051,800,2,1,True,False,75,flat,Horta- Guinardo,10.666666666666666
5052,1600,2,1,True,False,65,flat,Eixample,24.615384615384617
5053,795,3,1,False,False,70,flat,Sant Martí,11.357142857142858
5054,800,1,1,False,False,40,flat,Eixample,20.0
5055,4000,4,3,True,False,140,flat,Eixample,28.571428571428573
5056,950,1,1,True,False,60,flat,Ciutat Vella,15.833333333333334
5057,1200,4,2,True,False,84,flat,Eixample,14.285714285714286
5058,1600,2,1,True,False,70,flat,Eixample,22.857142857142858
5059,1100,2,1,False,False,60,flat,Sarria-Sant Gervasi,18.333333333333332
5060,890,4,1,False,False,81,flat,Gràcia,10.987654320987655
5061,900,2,1,False,False,60,flat,Eixample,15.0
5062,1075,3,1,True,False,65,flat,Eixample,16.53846153846154
5063,1000,2,1,True,True,54,flat,Ciutat Vella,18.51851851851852
5064,1500,5,2,True,True,110,flat,Sarria-Sant Gervasi,13.636363636363637
5065,2100,4,3,True,False,200,flat,Sarria-Sant Gervasi,10.5
5066,2000,3,2,True,False,90,flat,Eixample,22.22222222222222
5067,1075,2,1,True,True,59,flat,Sarria-Sant Gervasi,18.220338983050848
5068,1080,3,2,False,True,74,flat,Les Corts,14.594594594594595
5069,990,3,2,True,False,92,flat,Gràcia,10.76086956521739
5070,990,2,1,True,False,60,flat,Ciutat Vella,16.5
5071,1550,3,2,True,False,97,flat,Sarria-Sant Gervasi,15.97938144329897
5072,1200,2,1,True,False,100,flat,Sarria-Sant Gervasi,12.0
5073,960,2,1,False,False,55,flat,Gràcia,17.454545454545453
5074,875,3,1,True,True,56,flat,Sants-Montjuïc,15.625
5075,675,2,1,True,False,59,flat,Horta- Guinardo,11.440677966101696
5076,900,2,1,True,False,70,flat,Eixample,12.857142857142858
5077,1100,3,1,True,False,90,flat,Gràcia,12.222222222222221
5078,990,4,2,True,False,90,flat,Horta- Guinardo,11.0
5079,700,1,1,True,False,38,flat,Ciutat Vella,18.42105263157895
5080,2950,5,3,True,False,268,flat,Sarria-Sant Gervasi,11.007462686567164
5081,825,2,1,True,False,54,flat,Sant Martí,15.277777777777779
5082,1150,1,1,True,False,44,flat,Sarria-Sant Gervasi,26.136363636363637
5083,2100,4,2,True,True,170,flat,Eixample,12.352941176470589
5084,950,4,1,True,False,85,flat,Eixample,11.176470588235293
5085,900,3,1,True,False,90,flat,Sants-Montjuïc,10.0
5086,1150,3,1,True,False,79,flat,Sarria-Sant Gervasi,14.556962025316455
5087,1150,3,1,True,False,79,flat,Sarria-Sant Gervasi,14.556962025316455
5088,3300,5,5,True,False,338,flat,Sarria-Sant Gervasi,9.763313609467456
5089,920,4,2,True,False,90,flat,Sant Andreu,10.222222222222221
5090,920,4,2,True,True,100,flat,Sant Martí,9.2
5091,800,3,1,False,False,63,flat,Sants-Montjuïc,12.698412698412698
5092,920,4,2,True,True,100,flat,Sant Martí,9.2
5093,800,1,2,True,False,52,flat,Sants-Montjuïc,15.384615384615385
5094,670,1,1,False,False,42,flat,Ciutat Vella,15.952380952380953
5095,850,2,1,True,False,50,flat,Sant Andreu,17.0
5096,850,2,1,True,False,45,flat,Sants-Montjuïc,18.88888888888889
5097,800,1,1,True,False,47,flat,Sarria-Sant Gervasi,17.02127659574468
5098,1250,2,1,True,False,80,flat,Eixample,15.625
5099,750,1,1,True,False,58,,Eixample,12.931034482758621
5100,975,3,1,True,True,75,flat,Eixample,13.0
5101,2800,1,1,True,False,15,,Gràcia,186.66666666666666
5102,1331,2,2,True,False,71,flat,Les Corts,18.746478873239436
5103,4500,3,2,True,False,85,flat,Eixample,52.94117647058823
5104,4000,0,1,True,False,120,,Sarria-Sant Gervasi,33.333333333333336
5105,2400,3,3,True,False,140,,Sarria-Sant Gervasi,17.142857142857142
5106,850,2,2,False,True,48,flat,Sants-Montjuïc,17.708333333333332
5107,3600,5,4,True,True,260,flat,Sarria-Sant Gervasi,13.846153846153847
5108,925,1,1,True,False,50,,Eixample,18.5
5109,800,2,1,True,False,65,flat,Eixample,12.307692307692308
5110,1800,4,2,True,True,180,flat,Sant Martí,10.0
5111,1150,3,2,True,False,84,flat,Sants-Montjuïc,13.69047619047619
5112,920,4,1,True,False,92,flat,Sant Andreu,10.0
5113,895,2,1,False,False,55,flat,Sarria-Sant Gervasi,16.272727272727273
5114,1300,4,2,True,False,100,flat,Les Corts,13.0
5115,1150,3,2,True,False,102,flat,Ciutat Vella,11.27450980392157
5116,1500,4,2,True,False,94,flat,Sarria-Sant Gervasi,15.957446808510639
5117,994,3,1,False,False,95,flat,Sant Martí,10.463157894736842
5118,750,2,1,True,False,50,flat,Les Corts,15.0
5119,700,2,1,True,False,60,flat,Gràcia,11.666666666666666
5120,850,2,2,True,False,63,flat,Eixample,13.492063492063492
5121,725,1,1,True,False,35,,Sant Martí,20.714285714285715
5122,950,2,1,False,True,67,attic,Sarria-Sant Gervasi,14.17910447761194
5123,1250,1,1,True,True,59,flat,Eixample,21.1864406779661
5124,745,0,1,True,False,25,study,Sarria-Sant Gervasi,29.8
5125,1100,2,2,True,False,69,flat,Ciutat Vella,15.942028985507246
5126,980,3,1,True,True,85,flat,Ciutat Vella,11.529411764705882
5127,850,1,2,True,False,40,flat,Sant Martí,21.25
5128,700,0,1,False,False,35,apartment,Gràcia,20.0
5129,1376,3,1,True,True,90,flat,Eixample,15.28888888888889
5130,1050,4,1,True,False,90,flat,Eixample,11.666666666666666
5131,2500,4,3,True,False,178,flat,Sarria-Sant Gervasi,14.044943820224718
5132,995,3,1,True,False,75,flat,Les Corts,13.266666666666667
5133,790,4,1,True,False,65,flat,Nou Barris,12.153846153846153
5134,2491,3,1,False,False,70,apartment,Eixample,35.58571428571429
5135,1654,2,1,False,False,70,apartment,Eixample,23.62857142857143
5136,1575,1,1,False,False,50,apartment,Eixample,31.5
5137,1575,2,1,False,False,65,apartment,Eixample,24.23076923076923
5138,1995,3,2,False,False,100,apartment,Eixample,19.95
5139,1703,3,2,False,False,63,apartment,Eixample,27.03174603174603
5140,4180,4,2,False,False,75,apartment,Eixample,55.733333333333334
5141,2727,3,2,False,False,85,apartment,Eixample,32.082352941176474
5142,1685,2,2,False,False,80,apartment,Eixample,21.0625
5143,3505,3,2,False,False,80,apartment,Eixample,43.8125
5144,4161,4,2,False,False,85,apartment,Eixample,48.95294117647059
5145,3464,3,2,False,False,62,apartment,Eixample,55.87096774193548
5146,4184,4,2,True,False,80,apartment,Eixample,52.3
5147,750,2,1,True,False,48,flat,Gràcia,15.625
5148,700,1,1,False,False,35,flat,Ciutat Vella,20.0
5149,1120,1,1,True,False,50,flat,Sarria-Sant Gervasi,22.4
5150,2050,4,3,True,False,164,flat,Sarria-Sant Gervasi,12.5
5151,1100,2,1,True,False,70,flat,Eixample,15.714285714285714
5152,1200,2,1,True,False,70,flat,Ciutat Vella,17.142857142857142
5153,890,1,1,False,False,55,flat,Sants-Montjuïc,16.181818181818183
5154,950,2,2,True,False,85,flat,Eixample,11.176470588235293
5155,1068,3,2,True,False,78,flat,Sarria-Sant Gervasi,13.692307692307692
5156,1100,4,2,True,False,88,flat,Eixample,12.5
5157,1600,3,2,True,True,95,flat,Sant Martí,16.842105263157894
5158,1299,4,1,True,True,120,flat,Ciutat Vella,10.825
5159,827,2,1,True,False,50,flat,Sants-Montjuïc,16.54
5160,1250,1,2,True,False,55,apartment,Sarria-Sant Gervasi,22.727272727272727
5161,700,2,1,True,False,60,flat,Sant Martí,11.666666666666666
5162,1650,3,2,True,False,140,flat,Eixample,11.785714285714286
5163,950,1,1,True,True,55,flat,Les Corts,17.272727272727273
5164,900,4,2,True,False,80,flat,Sants-Montjuïc,11.25
5165,1800,3,1,True,True,147,attic,Sarria-Sant Gervasi,12.244897959183673
5166,750,0,1,True,True,35,apartment,Gràcia,21.428571428571427
5167,1550,4,2,True,True,159,flat,Sarria-Sant Gervasi,9.748427672955975
5168,1500,4,2,True,False,96,flat,Les Corts,15.625
5169,1250,3,2,True,False,130,flat,Eixample,9.615384615384615
5170,925,3,2,False,False,86,,Sants-Montjuïc,10.755813953488373
5171,1450,5,2,True,True,155,flat,Eixample,9.35483870967742
5172,700,1,1,True,False,45,flat,Sarria-Sant Gervasi,15.555555555555555
5173,891,1,1,True,False,48,flat,Les Corts,18.5625
5174,850,5,2,False,True,103,,Sant Andreu,8.25242718446602
5175,3200,3,2,True,False,120,flat,Eixample,26.666666666666668
5176,1810,1,1,True,False,60,apartment,Sarria-Sant Gervasi,30.166666666666668
5177,1810,1,1,True,False,60,apartment,Sarria-Sant Gervasi,30.166666666666668
5178,1050,2,3,True,False,65,,Ciutat Vella,16.153846153846153
5179,1140,1,1,True,False,52,flat,Eixample,21.923076923076923
5180,650,1,1,True,True,30,attic,Sarria-Sant Gervasi,21.666666666666668
5181,1526,3,2,True,False,100,flat,Sarria-Sant Gervasi,15.26
5182,2000,3,2,True,False,120,flat,Eixample,16.666666666666668
5183,954,3,1,True,False,62,flat,Sarria-Sant Gervasi,15.387096774193548
5184,905,2,1,True,False,62,flat,Gràcia,14.596774193548388
5185,850,3,1,False,True,70,flat,Eixample,12.142857142857142
5186,875,1,1,True,True,67,flat,Sant Martí,13.059701492537313
5187,2820,3,2,False,False,100,flat,Ciutat Vella,28.2
5188,868,1,1,True,False,40,flat,Eixample,21.7
5189,2850,3,2,False,False,140,flat,Sarria-Sant Gervasi,20.357142857142858
5190,1084,2,1,True,False,70,flat,Eixample,15.485714285714286
5191,926,3,1,True,False,63,flat,Sants-Montjuïc,14.698412698412698
5192,900,2,1,True,False,76,flat,Ciutat Vella,11.842105263157896
5193,950,3,1,True,False,79,flat,Sarria-Sant Gervasi,12.025316455696203
5194,820,3,1,True,False,66,flat,Sant Martí,12.424242424242424
5195,2255,2,2,False,False,55,apartment,Sarria-Sant Gervasi,41.0
5196,2255,2,2,False,False,55,apartment,Sarria-Sant Gervasi,41.0
5197,790,1,1,True,False,60,flat,Sant Martí,13.166666666666666
5198,4300,4,2,True,True,104,attic,Ciutat Vella,41.34615384615385
5199,1200,1,1,True,False,55,flat,Gràcia,21.818181818181817
5200,890,0,1,True,False,55,,Ciutat Vella,16.181818181818183
5201,718,1,1,True,False,50,flat,Sant Martí,14.36
5202,795,1,1,True,False,48,flat,Sant Martí,16.5625
5203,1800,2,2,True,False,100,flat,Eixample,18.0
5204,725,0,1,True,False,50,,Sants-Montjuïc,14.5
5205,1350,4,2,True,False,120,flat,Sarria-Sant Gervasi,11.25
5206,1200,4,2,True,False,110,flat,Eixample,10.909090909090908
5207,720,2,1,False,False,53,flat,Ciutat Vella,13.584905660377359
5208,850,3,1,True,False,75,flat,Eixample,11.333333333333334
5209,725,2,1,True,False,65,attic,Eixample,11.153846153846153
5210,980,3,2,True,False,68,attic,Gràcia,14.411764705882353
5211,1050,2,2,True,True,101,flat,Sarria-Sant Gervasi,10.396039603960396
5212,895,3,1,True,False,52,flat,Eixample,17.21153846153846
5213,1000,3,1,True,True,85,flat,Sants-Montjuïc,11.764705882352942
5214,1100,1,1,True,True,45,flat,Eixample,24.444444444444443
5215,1100,1,1,True,True,45,flat,Eixample,24.444444444444443
5216,800,2,1,True,False,50,flat,Eixample,16.0
5217,1300,3,2,True,False,70,apartment,Eixample,18.571428571428573
5218,850,1,1,True,False,50,flat,Sarria-Sant Gervasi,17.0
5219,850,2,1,True,False,65,flat,Ciutat Vella,13.076923076923077
5220,895,3,1,False,True,75,flat,Sant Martí,11.933333333333334
5221,650,1,1,True,False,29,apartment,Eixample,22.413793103448278
5222,650,1,1,False,False,50,study,Ciutat Vella,13.0
5223,1075,2,2,True,False,65,flat,Ciutat Vella,16.53846153846154
5224,800,1,1,True,False,33,,Ciutat Vella,24.242424242424242
5225,1400,3,2,True,False,90,flat,Eixample,15.555555555555555
5226,835,1,1,True,False,45,,Sant Martí,18.555555555555557
5227,2300,7,2,True,False,200,flat,Eixample,11.5
5228,1600,4,2,True,False,130,flat,Sarria-Sant Gervasi,12.307692307692308
5229,1750,3,2,True,False,120,flat,Sarria-Sant Gervasi,14.583333333333334
5230,1100,1,1,False,False,60,flat,Sarria-Sant Gervasi,18.333333333333332
5231,6000,2,1,True,True,307,flat,Ciutat Vella,19.54397394136808
5232,3166,3,2,True,True,105,flat,Sarria-Sant Gervasi,30.152380952380952
5233,795,1,1,True,False,60,flat,Les Corts,13.25
5234,1450,2,2,True,False,110,apartment,Les Corts,13.181818181818182
5235,800,3,2,False,False,70,flat,Ciutat Vella,11.428571428571429
5236,750,2,1,True,False,65,flat,Sarria-Sant Gervasi,11.538461538461538
5237,850,2,1,False,False,80,flat,Sant Andreu,10.625
5238,975,3,2,True,False,91,flat,Eixample,10.714285714285714
5239,690,2,1,True,True,55,flat,Nou Barris,12.545454545454545
5240,892,2,1,True,False,85,flat,Sant Andreu,10.494117647058824
5241,1190,3,2,True,False,96,flat,Les Corts,12.395833333333334
5242,1390,3,2,True,False,149,flat,Ciutat Vella,9.328859060402685
5243,750,2,1,False,False,45,flat,Ciutat Vella,16.666666666666668
5244,1250,2,2,True,True,89,,Sarria-Sant Gervasi,14.044943820224718
5245,1085,3,2,True,True,80,flat,Les Corts,13.5625
5246,1025,2,1,False,True,75,flat,Eixample,13.666666666666666
5247,4200,5,4,True,True,273,flat,Les Corts,15.384615384615385
5248,3500,5,4,True,True,274,flat,Sarria-Sant Gervasi,12.773722627737227
5249,750,1,1,False,False,61,flat,Ciutat Vella,12.295081967213115
5250,2750,3,2,True,False,221,flat,Eixample,12.44343891402715
5251,2300,4,3,True,True,158,flat,Les Corts,14.556962025316455
5252,950,3,1,True,True,65,flat,Gràcia,14.615384615384615
5253,1050,2,1,False,False,77,flat,Ciutat Vella,13.636363636363637
5254,1300,4,2,True,False,110,flat,Horta- Guinardo,11.818181818181818
5255,765,2,1,True,True,57,attic,Nou Barris,13.421052631578947
5256,1150,4,2,True,False,118,flat,Eixample,9.745762711864407
5257,975,3,2,False,False,90,flat,Sants-Montjuïc,10.833333333333334
5258,975,2,2,True,False,90,flat,Sants-Montjuïc,10.833333333333334
5259,950,1,2,False,False,55,flat,Eixample,17.272727272727273
5260,850,1,1,True,True,55,flat,Sants-Montjuïc,15.454545454545455
5261,2500,3,2,False,False,165,flat,Eixample,15.151515151515152
5262,1190,3,1,False,False,90,flat,Ciutat Vella,13.222222222222221
5263,800,3,1,False,False,70,flat,Ciutat Vella,11.428571428571429
5264,1450,2,1,False,False,50,apartment,Ciutat Vella,29.0
5265,1150,2,1,False,False,60,flat,Ciutat Vella,19.166666666666668
5266,1390,3,2,False,False,120,flat,Eixample,11.583333333333334
5267,750,1,1,False,False,40,flat,Ciutat Vella,18.75
5268,1248,1,1,False,False,53,flat,Eixample,23.547169811320753
5269,1900,3,2,False,False,110,flat,Eixample,17.272727272727273
5270,1450,3,2,False,False,50,flat,Eixample,29.0
5271,1150,3,2,False,False,66,flat,Eixample,17.424242424242426
5272,750,3,1,False,False,55,flat,Sants-Montjuïc,13.636363636363637
5273,1080,3,2,False,False,92,flat,Gràcia,11.73913043478261
5274,1800,3,1,False,False,80,flat,Sarria-Sant Gervasi,22.5
5275,3200,3,2,True,False,85,,Sarria-Sant Gervasi,37.64705882352941
5276,1440,3,2,False,False,100,flat,Sant Martí,14.4
5277,2200,2,1,True,False,65,flat,Sarria-Sant Gervasi,33.84615384615385
5278,715,1,1,False,False,40,flat,Sants-Montjuïc,17.875
5279,3000,2,1,True,False,75,flat,Gràcia,40.0
5280,2700,4,2,True,False,85,,Sarria-Sant Gervasi,31.764705882352942
5281,4500,3,2,True,False,80,flat,Eixample,56.25
5282,2300,2,2,False,False,140,flat,Sant Martí,16.428571428571427
5283,1290,4,2,True,False,100,flat,Sarria-Sant Gervasi,12.9
5284,1290,4,2,True,False,100,flat,Sarria-Sant Gervasi,12.9
5285,1890,4,2,True,False,89,flat,Ciutat Vella,21.235955056179776
5286,750,2,1,False,False,45,flat,Ciutat Vella,16.666666666666668
5287,1025,2,1,True,False,50,flat,Les Corts,20.5
5288,1150,4,2,True,False,111,flat,Eixample,10.36036036036036
5289,1440,2,1,True,False,63,flat,Ciutat Vella,22.857142857142858
5290,1500,4,2,True,False,105,flat,Ciutat Vella,14.285714285714286
5291,1485,3,2,True,False,73,flat,Ciutat Vella,20.34246575342466
5292,975,2,1,True,False,68,flat,Gràcia,14.338235294117647
5293,790,2,1,False,False,55,flat,Sants-Montjuïc,14.363636363636363
5294,900,4,1,True,False,80,flat,Sarria-Sant Gervasi,11.25
5295,900,2,1,True,False,70,flat,Gràcia,12.857142857142858
5296,800,1,1,True,True,40,attic,Ciutat Vella,20.0
5297,700,3,1,False,False,55,flat,Horta- Guinardo,12.727272727272727
5298,850,1,1,False,False,45,attic,Ciutat Vella,18.88888888888889
5299,950,3,1,False,False,65,flat,Sants-Montjuïc,14.615384615384615
5300,950,3,1,True,False,70,flat,Eixample,13.571428571428571
5301,1035,4,2,False,True,84,flat,Gràcia,12.321428571428571
5302,750,1,1,True,False,52,flat,Ciutat Vella,14.423076923076923
5303,695,3,1,False,False,60,flat,Sant Martí,11.583333333333334
5304,940,3,1,False,False,65,flat,Sarria-Sant Gervasi,14.461538461538462
